,Gender,Pedestrian_grp,Cross_Compliance,TOD,Crossing_time,Location,Cross_Speed,Age_grp
0,Male,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
1,Female,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
2,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
3,Male,Group,No,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,40-59
4,Female,Group,No,8:30-9:30,28,Lal bahadur shastri chawk, < 1,40-59
5,Male,Group,No,8:30-9:30,27,Lal bahadur shastri chawk, < 1,40-59
6,Male,Group,Yes,8:30-9:30,28,Lal bahadur shastri chawk, < 1,40-59
7,Male,Single,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,>60
8,Male,Group,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
9,Male,Group,No,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
10,Female,Single,No,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
11,Female,Single,Yes,8:30-9:30,14,Lal bahadur shastri chawk,>1.4,40-59
12,Female,Single,Yes,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,18-39
13,Male,Single,Yes,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,18-39
14,Female,Single,No,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
15,Male,Group,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
16,Female,Group,No,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
17,Female,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,18-39
18,Female,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,40-59
19,Female,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,40-59
20,Female,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
21,Male,Single,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
22,Female,Group,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
23,Male,Group,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
24,Male,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
25,Male,Group,Yes,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,>60
26,Female,Group,No,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,>60
27,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
28,Female,Single,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,18-39
29,Male,Single,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,18-39
30,Male,Single,No,8:30-9:30,28,Lal bahadur shastri chawk, < 1,18-39
31,Female,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,18-39
32,Male,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,<18
33,Male,Group,No,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,<18
34,Male,Group,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,<18
35,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
36,Male,Single,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
37,Female,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
38,Female,Single,Yes,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,>60
39,Female,Single,Yes,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,40-59
40,Female,Single,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,40-59
41,Male,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
42,Male,Single,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,18-39
43,Male,Single,Yes,8:30-9:30,28,Lal bahadur shastri chawk, < 1,18-39
44,Male,Group,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
45,Female,Group,No,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
46,Female,Single,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
47,Female,Single,Yes,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,18-39
48,Male,Single,Yes,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,18-39
49,Male,Single,Yes,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,40-59
50,Male,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,40-59
51,Female,Single,No,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,40-59
52,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,40-59
53,Male,Group,No,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,>60
54,Male,Group,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,>60
55,Female,Single,No,8:30-9:30,27,Lal bahadur shastri chawk, < 1,>60
56,Male,Single,No,8:30-9:30,25,Lal bahadur shastri chawk, < 1,18-39
57,Male,Single,No,8:30-9:30,25,Lal bahadur shastri chawk, < 1,18-39
58,Female,Single,Yes,8:30-9:30,25,Lal bahadur shastri chawk, < 1,18-39
59,Female,Single,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
60,Female,Single,No,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,18-39
61,Female,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,40-59
62,Female,Single,No,8:30-9:30,25,Lal bahadur shastri chawk, < 1,<18
63,Female,Single,Yes,8:30-9:30,27,Lal bahadur shastri chawk, < 1,<18
64,Female,Group,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,<18
65,Female,Group,No,8:30-9:30,28,Lal bahadur shastri chawk, < 1,>60
66,Female,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,>60
67,Male,Single,Yes,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,>60
68,Male,Group,Yes,8:30-9:30,25,Lal bahadur shastri chawk, < 1,18-39
69,Male,Group,No,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
70,Female,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
71,Male,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
72,Male,Single,No,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,18-39
73,Male,Single,Yes,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,18-39
74,Female,Single,No,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,40-59
75,Male,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,40-59
76,Male,Single,No,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
77,Female,Single,No,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,<18
78,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,<18
79,Female,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,<18
80,Male,Single,No,8:30-9:30,26,Lal bahadur shastri chawk, < 1,<18
81,Male,Single,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,18-39
82,Female,Single,Yes,8:30-9:30,27,Lal bahadur shastri chawk, < 1,18-39
83,Male,Single,Yes,8:30-9:30,28,Lal bahadur shastri chawk, < 1,18-39
84,Female,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
85,Male,Single,Yes,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
86,Male,Single,No,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,40-59
87,Male,Group,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,40-59
88,Male,Group,No,8:30-9:30,27,Lal bahadur shastri chawk, < 1,40-59
89,Female,Single,No,8:30-9:30,25,Lal bahadur shastri chawk, < 1,40-59
90,Male,Single,Yes,8:30-9:30,27,Lal bahadur shastri chawk, < 1,40-59
91,Male,Single,Yes,8:30-9:30,28,Lal bahadur shastri chawk, < 1,>60
92,Female,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,>60
93,Female,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,>60
94,Female,Single,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,18-39
95,Male,Single,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
96,Male,Single,Yes,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
97,Female,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
98,Male,Group,Yes,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
99,Male,Group,No,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
100,Male,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
101,Male,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,18-39
102,Male,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
103,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
104,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
105,Female,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
106,Female,Group,No,8:30-9:30,25,Lal bahadur shastri chawk, < 1,>60
107,Female,Group,No,8:30-9:30,26,Lal bahadur shastri chawk, < 1,>60
108,Male,Single,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,>60
109,Male,Single,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,>60
110,Male,Group,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,>60
111,Male,Single,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
112,Male,Group,Yes,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
113,Male,Group,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
114,Male,Single,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,18-39
115,Male,Single,No,8:30-9:30,29,Lal bahadur shastri chawk, < 1,18-39
116,Male,Single,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,<18
117,Male,Single,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,<18
118,Male,Single,No,8:30-9:30,27,Lal bahadur shastri chawk, < 1,<18
119,Male,Single,No,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
120,Female,Group,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
121,Female,Group,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
122,Male,Single,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
123,Male,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
124,Female,Single,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,40-59
125,Male,Group,No,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,40-59
126,Female,Group,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,40-59
127,Female,Single,No,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,40-59
128,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,40-59
129,Male,Single,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
130,Male,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
131,Male,Single,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
132,Male,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,18-39
133,Female,Single,No,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
134,Female,Group,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
135,Female,Group,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
136,Female,Single,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,<18
137,Male,Single,No,8:30-9:30,28,Lal bahadur shastri chawk, < 1,<18
138,Male,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
139,Male,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
140,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
141,Female,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
142,Female,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
143,Female,Single,No,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,18-39
144,Male,Group,No,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,<18
145,Male,Group,No,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,<18
146,Male,Single,No,8:30-9:30,25,Lal bahadur shastri chawk, < 1,<18
147,Female,Single,No,8:30-9:30,28,Lal bahadur shastri chawk, < 1,<18
148,Male,Single,No,8:30-9:30,27,Lal bahadur shastri chawk, < 1,<18
149,Male,Group,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,40-59
150,Male,Group,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
151,Female,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
152,Male,Single,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
153,Male,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
154,Female,Single,No,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,>60
155,Female,Single,No,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,>60
156,Male,Single,No,8:30-9:30,14,Lal bahadur shastri chawk,>1.4,>60
157,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
158,Female,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
159,Male,Single,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,<18
160,Male,Group,No,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,<18
161,Male,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,<18
162,Male,Group,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
163,Male,Group,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
164,Male,Single,No,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
165,Male,Single,No,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
166,Male,Single,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
167,Male,Single,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
168,Female,Single,No,8:30-9:30,29,Lal bahadur shastri chawk, < 1,>60
169,Male,Group,Yes,8:30-9:30,27,Lal bahadur shastri chawk, < 1,40-59
170,Male,Group,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
171,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
172,Male,Group,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
173,Male,Group,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
174,Male,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
175,Female,Single,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,18-39
176,Male,Single,Yes,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,18-39
177,Female,Single,Yes,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,40-59
178,Female,Single,Yes,8:30-9:30,25,Lal bahadur shastri chawk, < 1,40-59
179,Female,Single,No,8:30-9:30,28,Lal bahadur shastri chawk, < 1,40-59
180,Female,Single,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,18-39
181,Female,Single,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,18-39
182,Female,Group,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
183,Female,Group,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
184,Male,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
185,Male,Group,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
186,Male,Group,Yes,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,40-59
187,Female,Single,Yes,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,40-59
188,Male,Single,No,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,18-39
189,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
190,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
191,Male,Single,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
192,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
193,Male,Group,Yes,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,40-59
194,Female,Group,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,40-59
195,Male,Single,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,40-59
196,Female,Group,Yes,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,40-59
197,Female,Group,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,40-59
198,Female,Single,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,40-59
199,Female,Single,No,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,<18
200,Female,Single,No,8:30-9:30,26,Lal bahadur shastri chawk, < 1,<18
201,Female,Group,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,<18
202,Female,Group,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,>60
203,Male,Single,Yes,8:30-9:30,27,Lal bahadur shastri chawk, < 1,>60
204,Male,Single,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
205,Male,Single,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
206,Female,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
207,Male,Single,Yes,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,>60
208,Male,Single,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,>60
209,Male,Single,No,8:30-9:30,14,Lal bahadur shastri chawk,>1.4,>60
210,Female,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,>60
211,Male,Single,No,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
212,Male,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,18-39
213,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
214,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
215,Male,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
216,Male,Single,No,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
217,Male,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
218,Male,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
219,Male,Single,Yes,8:30-9:30,28,Lal bahadur shastri chawk, < 1,<18
220,Male,Group,No,8:30-9:30,28,Lal bahadur shastri chawk, < 1,18-39
221,Male,Group,No,8:30-9:30,27,Lal bahadur shastri chawk, < 1,>60
222,Male,Single,No,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,>60
223,Male,Single,Yes,8:30-9:30,14,Lal bahadur shastri chawk,>1.4,40-59
224,Male,Group,Yes,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,40-59
225,Male,Group,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
226,Male,Single,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
227,Male,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
228,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
229,Male,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,18-39
230,Female,Single,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
231,Female,Single,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
232,Male,Group,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
233,Male,Group,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
234,Female,Group,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
235,Male,Group,No,8:30-9:30,29,Lal bahadur shastri chawk, < 1,>60
236,Female,Single,Yes,8:30-9:30,29,Lal bahadur shastri chawk, < 1,>60
237,Female,Group,No,8:30-9:30,27,Lal bahadur shastri chawk, < 1,>60
238,Male,Group,Yes,8:30-9:30,27,Lal bahadur shastri chawk, < 1,>60
239,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,>60
240,Male,Single,Yes,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
241,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,18-39
242,Male,Single,No,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,18-39
243,Female,Single,Yes,8:30-9:30,28,Lal bahadur shastri chawk, < 1,40-59
244,Female,Group,No,8:30-9:30,27,Lal bahadur shastri chawk, < 1,40-59
245,Female,Single,Yes,8:30-9:30,28,Lal bahadur shastri chawk, < 1,40-59
246,Female,Single,No,8:30-9:30,29,Lal bahadur shastri chawk, < 1,40-59
247,Male,Single,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,>60
248,Male,Group,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
249,Male,Group,No,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
250,Male,Single,No,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
251,Female,Group,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
252,Female,Group,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
253,Female,Single,No,8:30-9:30,14,Lal bahadur shastri chawk,>1.4,18-39
254,Male,Single,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,18-39
255,Male,Single,Yes,8:30-9:30,14,Lal bahadur shastri chawk,>1.4,40-59
256,Female,Single,No,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,<18
257,Male,Group,No,8:30-9:30,28,Lal bahadur shastri chawk, < 1,<18
258,Male,Group,Yes,8:30-9:30,26,Lal bahadur shastri chawk, < 1,<18
259,Male,Group,Yes,8:30-9:30,28,Lal bahadur shastri chawk, < 1,>60
260,Female,Group,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
261,Male,Single,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
262,Female,Single,Yes,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
263,Male,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
264,Female,Single,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,18-39
265,Male,Single,Yes,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,40-59
266,Male,Single,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,40-59
267,Male,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
268,Male,Single,Yes,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,>60
269,Male,Single,Yes,8:30-9:30,28,Lal bahadur shastri chawk, < 1,>60
270,Male,Single,Yes,8:30-9:30,23,Lal bahadur shastri chawk,1-1.2,>60
271,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
272,Male,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
273,Male,Single,No,8:30-9:30,22,Lal bahadur shastri chawk,1-1.2,40-59
274,Male,Single,Yes,8:30-9:30,21,Lal bahadur shastri chawk,1-1.2,40-59
275,Male,Group,No,8:30-9:30,26,Lal bahadur shastri chawk, < 1,18-39
276,Female,Group,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
277,Female,Group,No,8:30-9:30,16,Lal bahadur shastri chawk,>1.4,18-39
278,Female,Group,Yes,8:30-9:30,17,Lal bahadur shastri chawk,>1.4,18-39
279,Male,Single,Yes,8:30-9:30,14,Lal bahadur shastri chawk,>1.4,18-39
280,Male,Single,Yes,8:30-9:30,15,Lal bahadur shastri chawk,>1.4,40-59
281,Female,Single,Yes,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
282,Female,Single,Yes,8:30-9:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
283,Male,Single,No,8:30-9:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
284,Male,Single,No,8:30-9:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
285,Male,Single,Yes,8:30-9:30,24,Lal bahadur shastri chawk,1-1.2,<18
286,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
287,Female,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
288,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
289,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,40-59
290,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
291,Male,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
292,Female,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
293,Male,Single,Yes,12:30-13:30,27,Lal bahadur shastri chawk, < 1,40-59
294,Female,Single,No,12:30-13:30,27,Lal bahadur shastri chawk, < 1,18-39
295,Male,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
296,Female,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
297,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
298,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
299,Female,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
300,Male,Single,Yes,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,40-59
301,Female,Single,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,40-59
302,Male,Group,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,40-59
303,Female,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
304,Female,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
305,Female,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,<18
306,Female,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,<18
307,Female,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,<18
308,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
309,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
310,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
