,Gender,Pedestrian_grp,Cross_Compliance,TOD,Crossing_time,Location,Cross_Speed,Age_grp
2888,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2889,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2890,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2891,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2892,Female,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2893,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2894,Male,Group,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,<18
2895,Male,Group,No,12:30-13:30,26,Lal bahadur shastri chawk, < 1,<18
2896,Male,Group,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,<18
2897,Male,Group,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
2898,Female,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
2899,Male,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
2900,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
2901,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
2902,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
2903,Female,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
2904,Female,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
2905,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
2906,Female,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2907,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
2908,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
2909,Female,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
2910,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
2911,Female,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
2912,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
2913,Male,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
2914,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
2915,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
2916,Male,Group,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
2917,Male,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
2918,Female,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
2919,Female,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
2920,Female,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
2921,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
2922,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,>60
2923,Male,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,>60
2924,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,40-59
2925,Male,Single,No,12:30-13:30,26,Lal bahadur shastri chawk, < 1,40-59
2926,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
2927,Female,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,40-59
2928,Female,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
2929,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
2930,Male,Group,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2931,Male,Group,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2932,Male,Group,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
2933,Female,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2934,Female,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2935,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2936,Male,Single,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,18-39
2937,Male,Single,No,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,18-39
2938,Male,Single,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,18-39
2939,Female,Single,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,18-39
2940,Female,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2941,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2942,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
2943,Male,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,18-39
2944,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,18-39
2945,Male,Single,No,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,<18
2946,Female,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
2947,Male,Single,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2948,Male,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2949,Male,Group,No,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,18-39
2950,Male,Single,Yes,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,40-59
2951,Male,Single,No,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,<18
2952,Female,Single,No,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,<18
2953,Female,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
2954,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
2955,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
2956,Male,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,<18
2957,Male,Single,Yes,16:30-17:30,25,Lal bahadur shastri chawk, < 1,>60
2958,Female,Group,No,16:30-17:30,29,Lal bahadur shastri chawk, < 1,>60
2959,Male,Group,No,16:30-17:30,25,Lal bahadur shastri chawk, < 1,40-59
2960,Female,Single,No,16:30-17:30,28,Lal bahadur shastri chawk, < 1,18-39
2961,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
2962,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2963,Female,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
2964,Male,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,<18
2965,Male,Single,No,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,18-39
2966,Female,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
2967,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
2968,Female,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2969,Male,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
2970,Male,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
2971,Male,Single,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
2972,Male,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,40-59
2973,Male,Single,Yes,16:30-17:30,27,Lal bahadur shastri chawk, < 1,<18
2974,Male,Single,No,16:30-17:30,27,Lal bahadur shastri chawk, < 1,<18
2975,Male,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,40-59
2976,Female,Single,No,16:30-17:30,25,Lal bahadur shastri chawk, < 1,40-59
2977,Female,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,18-39
2978,Male,Single,Yes,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,18-39
2979,Male,Group,No,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,18-39
2980,Male,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,>60
2981,Female,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,>60
2982,Male,Single,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,40-59
2983,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,<18
2984,Female,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,<18
2985,Female,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,40-59
2986,Female,Single,No,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,40-59
2987,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,>60
2988,Male,Single,Yes,16:30-17:30,26,Lal bahadur shastri chawk, < 1,18-39
2989,Male,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,18-39
2990,Male,Single,No,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
2991,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
2992,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
2993,Female,Single,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
2994,Female,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
2995,Male,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
2996,Male,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
2997,Male,Group,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
2998,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
2999,Male,Single,No,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,>60
3000,Female,Single,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,>60
3001,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,40-59
3002,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3003,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
3004,Male,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
3005,Male,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
3006,Female,Group,No,16:30-17:30,27,Lal bahadur shastri chawk, < 1,<18
3007,Female,Group,No,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
3008,Male,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,40-59
3009,Male,Single,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,>60
3010,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
3011,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
3012,Female,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
3013,Male,Single,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
3014,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
3015,Female,Group,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,>60
3016,Male,Group,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
3017,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
3018,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
3019,Female,Single,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3020,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3021,Male,Single,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,
3022,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,40-59
3023,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
3024,Male,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,18-39
3025,Male,Group,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,18-39
3026,Female,Group,No,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,<18
3027,Male,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,>60
3028,Male,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,>60
3029,Male,Single,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,40-59
3030,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
3031,Male,Single,No,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,40-59
3032,Female,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,40-59
3033,Female,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,<18
3034,Female,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,<18
3035,Male,Group,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
3036,Male,Group,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
3037,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3038,Male,Single,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
3039,Female,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
3040,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
3041,Male,Single,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
3042,Female,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3043,Male,Single,No,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
3044,Male,Group,No,16:30-17:30,25,Lal bahadur shastri chawk, < 1,>60
3045,Female,Group,No,16:30-17:30,28,Lal bahadur shastri chawk, < 1,40-59
3046,Male,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,40-59
3047,Female,Single,Yes,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
3048,Male,Single,Yes,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,<18
3049,Female,Single,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,<18
3050,Male,Single,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,40-59
3051,Male,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,>60
3052,Male,Group,No,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,40-59
3053,Male,Group,No,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,18-39
3054,Female,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,18-39
3055,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
3056,Female,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
3057,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
3058,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
3059,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
3060,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
3061,Female,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
3062,Male,Single,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3063,Female,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
3064,Male,Single,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
3065,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,
3066,Male,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,18-39
3067,Male,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,18-39
3068,Male,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,<18
3069,Female,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,<18
3070,Male,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,<18
3071,Female,Single,Yes,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,40-59
3072,Male,Single,No,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,40-59
3073,Male,Single,No,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,40-59
3074,Female,Single,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,<18
3075,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,>60
3076,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
3077,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
3078,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
3079,Male,Single,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
3080,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
3081,Female,Group,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
3082,Male,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
3083,Male,Group,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
3084,Male,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
3085,Male,Single,Yes,16:30-17:30,26,Lal bahadur shastri chawk, < 1,18-39
3086,Male,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,40-59
3087,Male,Single,No,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,40-59
3088,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
3089,Female,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
3090,Female,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,<18
3091,Male,Group,No,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,<18
3092,Male,Group,No,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,18-39
3093,Male,Single,No,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,40-59
3094,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
3095,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
3096,Female,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
3097,Male,Single,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
3098,Male,Single,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3099,Male,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,18-39
3100,Male,Single,Yes,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
3101,Male,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,40-59
3102,Female,Single,No,16:30-17:30,25,Lal bahadur shastri chawk, < 1,40-59
3103,Female,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
3104,Female,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
3105,Male,Group,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
3106,Male,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
3107,Male,Group,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
3108,Male,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
3109,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,18-39
3110,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
3111,Female,Single,No,16:30-17:30,29,Lal bahadur shastri chawk, < 1,<18
3112,Male,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,18-39
3113,Female,Single,No,16:30-17:30,26,Lal bahadur shastri chawk, < 1,18-39
3114,Male,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,18-39
3115,Male,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
3116,Male,Single,Yes,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,40-59
3117,Male,Single,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,<18
3118,Male,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,<18
3119,Female,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,40-59
3120,Female,Group,No,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,18-39
3121,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
3122,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
3123,Male,Single,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,18-39
3124,Male,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,>60
3125,Female,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,<18
3126,Male,Single,Yes,16:30-17:30,25,Lal bahadur shastri chawk, < 1,<18
3127,Male,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,40-59
3128,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,40-59
3129,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
3130,Female,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
3131,Female,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
3132,Male,Single,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3133,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
3134,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
3135,Male,Group,No,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
3136,Male,Group,No,16:30-17:30,26,Lal bahadur shastri chawk, < 1,18-39
3137,Male,Single,No,16:30-17:30,25,Lal bahadur shastri chawk, < 1,18-39
3138,Male,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,40-59
3139,Male,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,40-59
3140,Male,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,40-59
3141,Male,Single,No,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
3142,Female,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,18-39
3143,Female,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
3144,Male,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,40-59
3145,Male,Single,No,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,>60
3146,Male,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,40-59
3147,Male,Group,No,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,<18
3148,Male,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,<18
3149,Male,Single,Yes,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
3150,Male,Single,Yes,16:30-17:30,26,Lal bahadur shastri chawk, < 1,18-39
3151,Male,Single,Yes,16:30-17:30,26,Lal bahadur shastri chawk, < 1,<18
3152,Male,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,<18
3153,Female,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
3154,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
3155,Male,Single,No,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,18-39
3156,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
3157,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,>60
3158,Male,Group,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
3159,Male,Group,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
3160,Female,Group,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
3161,Male,Single,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,<18
3162,Male,Single,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,<18
3163,Male,Single,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,18-39
3164,Male,Single,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,18-39
3165,Male,Single,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,<18
3166,Female,Group,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
3167,Female,Group,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
3168,Male,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
3169,Male,Group,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
3170,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3171,Female,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,18-39
3172,Male,Single,Yes,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
3173,Male,Single,No,16:30-17:30,28,Lal bahadur shastri chawk, < 1,40-59
3174,Male,Single,Yes,16:30-17:30,27,Lal bahadur shastri chawk, < 1,40-59
3175,Male,Single,Yes,16:30-17:30,25,Lal bahadur shastri chawk, < 1,<18
3176,Male,Single,No,16:30-17:30,28,Lal bahadur shastri chawk, < 1,<18
3177,Female,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
3178,Female,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
3179,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
3180,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
3181,Male,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,40-59
3182,Male,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
3183,Male,Group,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,18-39
3184,Female,Group,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
3185,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
3186,Female,Group,No,16:30-17:30,25,Lal bahadur shastri chawk, < 1,40-59
3187,Male,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,>60
3188,Female,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,>60
3189,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,40-59
3190,Female,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,40-59
