Count,gender,Age<18,Age18-39,Age40-59,Age>60,"group(alone-1,group-0)",Crossing Speed < 1,Crossing Speed_1-1.2,Crossing Speed_1.2-1.4,Crossing Speed>1.4,Compliance with traffic,time of the day,time taken,Location
1,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
2,0,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
3,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
4,1,0,0,1,0,0,0,1,0,0,0,8:30 - 9:30,22,Lal bahadur shastri chawk
5,0,0,0,1,0,0,1,0,0,0,0,8:30 - 9:30,28,Lal bahadur shastri chawk
6,1,0,0,1,0,0,1,0,0,0,0,8:30 - 9:30,27,Lal bahadur shastri chawk
7,1,0,0,1,0,0,1,0,0,0,1,8:30 - 9:30,28,Lal bahadur shastri chawk
8,1,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
9,1,0,0,0,1,0,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
10,1,0,0,0,1,0,0,0,1,0,0,8:30 - 9:30,19,Lal bahadur shastri chawk
11,0,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,19,Lal bahadur shastri chawk
12,0,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,14,Lal bahadur shastri chawk
13,0,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,17,Lal bahadur shastri chawk
14,1,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,16,Lal bahadur shastri chawk
15,0,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,22,Lal bahadur shastri chawk
16,1,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
17,0,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,22,Lal bahadur shastri chawk
18,0,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
19,0,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
20,0,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
21,0,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
22,1,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
23,0,0,0,0,1,0,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
24,1,0,0,0,1,0,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
25,1,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
26,1,0,0,0,1,0,0,1,0,0,1,8:30 - 9:30,23,Lal bahadur shastri chawk
27,0,0,0,0,1,0,0,1,0,0,0,8:30 - 9:30,24,Lal bahadur shastri chawk
28,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
29,0,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
30,1,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
31,1,0,1,0,0,1,1,0,0,0,0,8:30 - 9:30,28,Lal bahadur shastri chawk
32,0,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
33,1,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
34,1,1,0,0,0,0,0,1,0,0,0,8:30 - 9:30,21,Lal bahadur shastri chawk
35,1,1,0,0,0,0,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
36,1,1,0,0,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
37,1,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
38,0,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
39,0,0,0,0,1,1,0,0,0,1,1,8:30 - 9:30,17,Lal bahadur shastri chawk
40,0,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,16,Lal bahadur shastri chawk
41,0,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
42,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
43,1,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
44,1,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,28,Lal bahadur shastri chawk
45,1,1,0,0,0,0,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
46,0,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,19,Lal bahadur shastri chawk
47,0,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
48,0,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,17,Lal bahadur shastri chawk
49,1,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,16,Lal bahadur shastri chawk
50,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,17,Lal bahadur shastri chawk
51,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
52,0,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,22,Lal bahadur shastri chawk
53,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
54,1,0,0,0,1,0,0,1,0,0,0,8:30 - 9:30,21,Lal bahadur shastri chawk
55,1,0,0,0,1,0,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
56,0,0,0,0,1,1,1,0,0,0,0,8:30 - 9:30,27,Lal bahadur shastri chawk
57,1,0,1,0,0,1,1,0,0,0,0,8:30 - 9:30,25,Lal bahadur shastri chawk
58,1,0,1,0,0,1,1,0,0,0,0,8:30 - 9:30,25,Lal bahadur shastri chawk
59,0,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,25,Lal bahadur shastri chawk
60,0,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
61,0,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,24,Lal bahadur shastri chawk
62,0,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
63,0,1,0,0,0,1,1,0,0,0,0,8:30 - 9:30,25,Lal bahadur shastri chawk
64,0,1,0,0,0,1,1,0,0,0,1,8:30 - 9:30,27,Lal bahadur shastri chawk
65,0,1,0,0,0,0,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
66,0,0,0,0,1,0,1,0,0,0,0,8:30 - 9:30,28,Lal bahadur shastri chawk
67,0,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
68,1,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,23,Lal bahadur shastri chawk
69,1,0,1,0,0,0,1,0,0,0,1,8:30 - 9:30,25,Lal bahadur shastri chawk
70,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,22,Lal bahadur shastri chawk
71,0,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
72,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
73,1,0,1,0,0,1,0,0,0,1,0,8:30 - 9:30,17,Lal bahadur shastri chawk
74,1,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,17,Lal bahadur shastri chawk
75,0,0,0,1,0,1,0,0,0,1,0,8:30 - 9:30,15,Lal bahadur shastri chawk
76,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
77,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,21,Lal bahadur shastri chawk
78,0,1,0,0,0,1,0,1,0,0,0,8:30 - 9:30,24,Lal bahadur shastri chawk
79,1,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
80,0,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
81,1,1,0,0,0,1,1,0,0,0,0,8:30 - 9:30,26,Lal bahadur shastri chawk
82,1,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
83,0,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,27,Lal bahadur shastri chawk
84,1,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,28,Lal bahadur shastri chawk
85,0,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
86,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,23,Lal bahadur shastri chawk
87,1,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,22,Lal bahadur shastri chawk
88,1,0,0,1,0,0,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
89,1,0,0,1,0,0,1,0,0,0,0,8:30 - 9:30,27,Lal bahadur shastri chawk
90,0,0,0,1,0,1,1,0,0,0,0,8:30 - 9:30,25,Lal bahadur shastri chawk
91,1,0,0,1,0,1,1,0,0,0,1,8:30 - 9:30,27,Lal bahadur shastri chawk
92,1,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,28,Lal bahadur shastri chawk
93,0,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
94,0,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
95,0,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
96,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
97,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,23,Lal bahadur shastri chawk
98,0,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
99,1,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,23,Lal bahadur shastri chawk
100,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,21,Lal bahadur shastri chawk
101,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
102,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
103,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
104,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
105,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
106,0,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
107,0,0,0,0,1,0,1,0,0,0,0,8:30 - 9:30,25,Lal bahadur shastri chawk
108,0,0,0,0,1,0,1,0,0,0,0,8:30 - 9:30,26,Lal bahadur shastri chawk
109,1,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
110,1,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
111,1,0,0,0,1,0,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
112,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
113,1,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,23,Lal bahadur shastri chawk
114,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
115,1,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
116,1,0,1,0,0,1,1,0,0,0,0,8:30 - 9:30,29,Lal bahadur shastri chawk
117,1,1,0,0,0,1,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
118,1,1,0,0,0,1,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
119,1,1,0,0,0,1,1,0,0,0,0,8:30 - 9:30,27,Lal bahadur shastri chawk
120,1,1,0,0,0,1,0,0,1,0,0,8:30 - 9:30,19,Lal bahadur shastri chawk
121,0,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
122,0,0,1,0,0,0,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
123,1,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
124,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
125,0,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
126,1,0,0,1,0,0,0,0,0,1,0,8:30 - 9:30,16,Lal bahadur shastri chawk
127,0,0,0,1,0,0,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
128,0,0,0,1,0,1,0,0,0,1,0,8:30 - 9:30,16,Lal bahadur shastri chawk
129,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
130,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
131,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
132,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
133,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
134,0,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,19,Lal bahadur shastri chawk
135,0,0,0,1,0,0,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
136,0,0,0,1,0,0,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
137,0,1,0,0,0,1,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
138,1,1,0,0,0,1,1,0,0,0,0,8:30 - 9:30,28,Lal bahadur shastri chawk
139,1,1,0,0,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
140,1,1,0,0,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
141,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
142,0,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
143,0,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
144,0,0,1,0,0,1,0,0,0,1,0,8:30 - 9:30,15,Lal bahadur shastri chawk
145,1,1,0,0,0,0,0,0,0,1,0,8:30 - 9:30,15,Lal bahadur shastri chawk
146,1,1,0,0,0,0,0,0,0,1,0,8:30 - 9:30,16,Lal bahadur shastri chawk
147,1,1,0,0,0,1,1,0,0,0,0,8:30 - 9:30,25,Lal bahadur shastri chawk
148,0,1,0,0,0,1,1,0,0,0,0,8:30 - 9:30,28,Lal bahadur shastri chawk
149,1,1,0,0,0,1,1,0,0,0,0,8:30 - 9:30,27,Lal bahadur shastri chawk
150,1,0,0,1,0,0,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
151,1,0,0,1,0,0,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
152,0,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
153,1,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
154,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
155,0,0,0,0,1,1,0,0,0,1,0,8:30 - 9:30,16,Lal bahadur shastri chawk
156,0,0,0,0,1,1,0,0,0,1,0,8:30 - 9:30,16,Lal bahadur shastri chawk
157,1,0,0,0,1,1,0,0,0,1,0,8:30 - 9:30,14,Lal bahadur shastri chawk
158,1,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
159,0,1,0,0,0,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
160,1,1,0,0,0,1,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
161,1,1,0,0,0,0,0,1,0,0,0,8:30 - 9:30,21,Lal bahadur shastri chawk
162,1,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
163,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
164,1,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
165,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,22,Lal bahadur shastri chawk
166,1,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,19,Lal bahadur shastri chawk
167,1,0,0,0,1,1,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
168,1,0,0,0,1,1,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
169,0,0,0,0,1,1,1,0,0,0,0,8:30 - 9:30,29,Lal bahadur shastri chawk
170,1,0,0,1,0,0,1,0,0,0,1,8:30 - 9:30,27,Lal bahadur shastri chawk
171,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
172,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
173,1,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
174,1,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
175,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
176,0,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
177,1,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,17,Lal bahadur shastri chawk
178,0,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,17,Lal bahadur shastri chawk
179,0,0,0,1,0,1,1,0,0,0,1,8:30 - 9:30,25,Lal bahadur shastri chawk
180,0,0,0,1,0,1,1,0,0,0,0,8:30 - 9:30,28,Lal bahadur shastri chawk
181,0,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
182,0,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
183,0,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
184,0,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
185,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
186,1,0,0,1,0,0,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
187,1,0,0,1,0,0,0,0,0,1,1,8:30 - 9:30,17,Lal bahadur shastri chawk
188,0,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,16,Lal bahadur shastri chawk
189,1,0,1,0,0,1,0,0,0,1,0,8:30 - 9:30,17,Lal bahadur shastri chawk
190,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
191,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
192,1,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
193,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
194,1,0,0,1,0,0,0,0,0,1,1,8:30 - 9:30,16,Lal bahadur shastri chawk
195,0,0,0,1,0,0,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
196,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
197,0,0,0,1,0,0,0,1,0,0,1,8:30 - 9:30,23,Lal bahadur shastri chawk
198,0,0,0,1,0,0,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
199,0,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
200,0,1,0,0,0,1,0,1,0,0,0,8:30 - 9:30,24,Lal bahadur shastri chawk
201,0,1,0,0,0,1,1,0,0,0,0,8:30 - 9:30,26,Lal bahadur shastri chawk
202,0,1,0,0,0,0,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
203,0,0,0,0,1,0,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
204,1,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,27,Lal bahadur shastri chawk
205,1,0,0,0,1,1,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
206,1,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
207,0,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
208,1,0,0,0,1,1,0,0,0,1,1,8:30 - 9:30,16,Lal bahadur shastri chawk
209,1,0,0,0,1,1,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
210,1,0,0,0,1,1,0,0,0,1,0,8:30 - 9:30,14,Lal bahadur shastri chawk
211,0,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
212,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,22,Lal bahadur shastri chawk
213,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
214,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
215,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
216,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
217,1,1,0,0,0,1,0,0,1,0,0,8:30 - 9:30,19,Lal bahadur shastri chawk
218,1,1,0,0,0,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
219,1,1,0,0,0,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
220,1,1,0,0,0,1,1,0,0,0,1,8:30 - 9:30,28,Lal bahadur shastri chawk
221,1,0,1,0,0,0,1,0,0,0,0,8:30 - 9:30,28,Lal bahadur shastri chawk
222,1,0,0,0,1,0,1,0,0,0,0,8:30 - 9:30,27,Lal bahadur shastri chawk
223,1,0,0,0,1,1,0,0,0,1,0,8:30 - 9:30,16,Lal bahadur shastri chawk
224,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,14,Lal bahadur shastri chawk
225,1,0,0,1,0,0,0,0,0,1,1,8:30 - 9:30,16,Lal bahadur shastri chawk
226,1,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
227,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
228,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
229,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
230,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
231,0,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
232,0,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
233,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
234,1,0,0,1,0,0,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
235,0,0,0,1,0,0,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
236,1,0,0,0,1,0,1,0,0,0,0,8:30 - 9:30,29,Lal bahadur shastri chawk
237,0,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,29,Lal bahadur shastri chawk
238,0,0,0,0,1,0,1,0,0,0,0,8:30 - 9:30,27,Lal bahadur shastri chawk
239,1,0,0,0,1,0,1,0,0,0,1,8:30 - 9:30,27,Lal bahadur shastri chawk
240,1,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
241,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,23,Lal bahadur shastri chawk
242,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
243,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,23,Lal bahadur shastri chawk
244,0,0,0,1,0,1,1,0,0,0,1,8:30 - 9:30,28,Lal bahadur shastri chawk
245,0,0,0,1,0,0,1,0,0,0,0,8:30 - 9:30,27,Lal bahadur shastri chawk
246,0,0,0,1,0,1,1,0,0,0,1,8:30 - 9:30,28,Lal bahadur shastri chawk
247,0,0,0,1,0,1,1,0,0,0,0,8:30 - 9:30,29,Lal bahadur shastri chawk
248,1,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
249,1,0,0,0,1,0,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
250,1,0,0,0,1,0,0,0,1,0,0,8:30 - 9:30,19,Lal bahadur shastri chawk
251,1,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,18,Lal bahadur shastri chawk
252,0,0,1,0,0,0,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
253,0,0,1,0,0,0,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
254,0,0,1,0,0,1,0,0,0,1,0,8:30 - 9:30,14,Lal bahadur shastri chawk
255,1,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
256,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,14,Lal bahadur shastri chawk
257,0,1,0,0,0,1,0,0,0,1,0,8:30 - 9:30,16,Lal bahadur shastri chawk
258,1,1,0,0,0,0,1,0,0,0,0,8:30 - 9:30,28,Lal bahadur shastri chawk
259,1,1,0,0,0,0,1,0,0,0,1,8:30 - 9:30,26,Lal bahadur shastri chawk
260,1,0,0,0,1,0,1,0,0,0,1,8:30 - 9:30,28,Lal bahadur shastri chawk
261,0,1,0,0,0,0,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
262,1,1,0,0,0,1,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
263,0,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,19,Lal bahadur shastri chawk
264,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
265,0,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
266,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,16,Lal bahadur shastri chawk
267,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
268,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
269,1,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,22,Lal bahadur shastri chawk
270,1,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,28,Lal bahadur shastri chawk
271,1,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,23,Lal bahadur shastri chawk
272,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
273,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
274,1,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,22,Lal bahadur shastri chawk
275,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,21,Lal bahadur shastri chawk
276,1,0,1,0,0,0,1,0,0,0,0,8:30 - 9:30,26,Lal bahadur shastri chawk
277,0,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
