Count,gender,Age<18,Age18-39,Age40-59,Age>60,"group(alone-1,group-0)",Crossing Speed < 1,Crossing Speed_1-1.2,Crossing Speed_1.2-1.4,Crossing Speed>1.4,Compliance with traffic,time of the day,time taken,Location
5504,1,0,1,0,0,0,0,0,1,0,0,8:30-9:30,10,Mahim
5505,1,1,0,0,0,0,0,0,1,0,0,8:30-9:30,10,Mahim
5506,1,1,0,0,0,1,0,1,1,0,1,8:30-9:30,24,Mahim
5507,1,1,0,0,0,1,0,1,0,0,1,8:30-9:30,14,Mahim
5508,1,0,1,0,0,1,0,1,0,0,1,8:30-9:30,13,Mahim
5509,1,0,1,0,0,1,1,0,0,0,1,8:30-9:30,16,Mahim
5510,1,0,1,0,0,1,1,0,0,0,1,8:30-9:30,17,Mahim
5511,0,0,1,0,0,1,0,0,0,1,1,8:30-9:30,7,Mahim
5512,1,0,0,0,1,1,0,0,0,1,1,8:30-9:30,7,Mahim
5513,1,0,0,0,1,1,0,0,1,0,1,8:30-9:30,11,Mahim
5514,0,0,0,1,0,1,0,0,1,0,1,8:30-9:30,11,Mahim
5515,0,0,0,1,0,1,0,0,1,0,1,8:30-9:30,10,Mahim
5516,1,1,0,0,0,1,0,0,1,0,1,8:30-9:30,11,Mahim
5517,1,0,0,1,0,1,0,0,1,0,1,8:30-9:30,10,Mahim
5518,1,0,0,1,0,1,0,1,0,0,0,8:30-9:30,14,Mahim
5519,0,1,0,0,0,1,0,1,0,0,1,8:30-9:30,13,Mahim
5520,1,1,0,0,0,1,0,1,0,0,0,8:30-9:30,14,Mahim
5521,1,0,0,1,0,0,0,1,0,0,0,8:30-9:30,14,Mahim
5522,0,0,0,1,0,0,0,1,0,0,0,8:30-9:30,13,Mahim
5523,0,0,0,1,0,0,0,1,0,0,0,8:30-9:30,12,Mahim
5524,0,0,1,0,0,0,0,1,0,0,0,8:30-9:30,12,Mahim
5525,1,0,1,0,0,1,1,0,0,0,1,8:30-9:30,18,Mahim
5526,1,0,1,0,0,1,1,0,0,0,0,8:30-9:30,17,Mahim
5527,1,0,1,0,0,1,0,1,0,0,1,8:30-9:30,12,Mahim
5528,0,0,0,1,0,1,0,1,0,0,0,8:30-9:30,13,Mahim
5529,0,0,0,1,0,1,0,0,1,0,1,8:30-9:30,10,Mahim
5530,1,0,0,1,0,1,0,0,1,0,0,8:30-9:30,11,Mahim
5531,1,0,0,0,1,1,0,0,1,0,1,8:30-9:30,11,Mahim
5532,0,0,0,0,1,1,0,0,1,0,1,8:30-9:30,10,Mahim
5533,1,0,0,1,0,0,0,0,1,0,0,8:30-9:30,11,Mahim
5534,1,0,0,1,0,0,0,0,1,0,0,8:30-9:30,10,Mahim
5535,0,0,0,1,0,0,0,0,0,1,0,8:30-9:30,9,Mahim
5536,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5537,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,14,Mahim
5538,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5539,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5540,1,0,0,0,1,1,0,0,0,1,1,8:30 - 9:30,8,Mahim
5541,1,0,0,0,1,1,0,0,0,1,1,8:30 - 9:30,7,Mahim
5542,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,9,Mahim
5543,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5544,1,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5545,0,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5546,0,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5547,1,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,14,Mahim
5548,1,0,0,1,0,0,0,1,0,0,1,8:30 - 9:30,14,Mahim
5549,1,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,12,Mahim
5550,0,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,13,Mahim
5551,0,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5552,1,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5553,1,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,8,Mahim
5554,1,1,0,0,0,1,0,0,0,1,1,8:30 - 9:30,7,Mahim
5555,0,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5556,1,0,0,0,1,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5557,0,0,0,1,0,0,0,1,0,0,0,8:30 - 9:30,12,Mahim
5558,1,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,12,Mahim
5559,1,0,0,1,0,1,1,0,0,0,1,8:30 - 9:30,15,Mahim
5560,0,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,17,Mahim
5561,0,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,16,Mahim
5562,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,14,Mahim
5563,1,1,0,0,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5564,1,1,0,0,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5565,0,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,14,Mahim
5566,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,14,Mahim
5567,1,0,0,1,0,0,0,1,0,0,0,8:30 - 9:30,12,Mahim
5568,0,0,0,1,0,0,0,1,0,0,0,8:30 - 9:30,13,Mahim
5569,1,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5570,1,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5571,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5572,0,0,1,0,0,1,0,0,0,1,0,8:30 - 9:30,9,Mahim
5573,0,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,9,Mahim
5574,1,0,0,1,0,0,0,0,0,1,0,8:30 - 9:30,8,Mahim
5575,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5576,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5577,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,14,Mahim
5578,0,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,14,Mahim
5579,0,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,14,Mahim
5580,1,0,1,0,0,0,1,0,0,0,0,8:30 - 9:30,16,Mahim
5581,1,0,0,1,0,0,1,0,0,0,0,8:30 - 9:30,16,Mahim
5582,1,0,0,1,0,1,1,0,0,0,1,8:30 - 9:30,17,Mahim
5583,1,0,0,0,1,1,0,1,0,0,0,8:30 - 9:30,13,Mahim
5584,0,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5585,0,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5586,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5587,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5588,0,0,1,0,0,0,0,0,0,1,0,8:30 - 9:30,9,Mahim
5589,1,1,0,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5590,0,1,0,0,0,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5591,0,1,0,0,0,1,0,0,1,0,0,8:30 - 9:30,10,Mahim
5592,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,13,Mahim
5593,0,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,13,Mahim
5594,1,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,17,Mahim
5595,0,0,0,1,0,1,1,0,0,0,0,8:30 - 9:30,16,Mahim
5596,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5597,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5598,0,0,0,0,1,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5599,0,0,0,0,1,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5600,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5601,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,8,Mahim
5602,0,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,7,Mahim
5603,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,7,Mahim
5604,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5605,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5606,0,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5607,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,13,Mahim
5608,1,0,1,0,0,0,1,0,0,0,0,8:30 - 9:30,18,Mahim
5609,1,1,0,0,0,0,1,0,0,0,0,8:30 - 9:30,16,Mahim
5610,1,1,0,0,0,0,0,1,0,0,0,8:30 - 9:30,14,Mahim
5611,0,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,14,Mahim
5612,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5613,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5614,0,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,8,Mahim
5615,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,9,Mahim
5616,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5617,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5618,0,0,0,1,0,0,0,1,0,0,0,8:30 - 9:30,12,Mahim
5619,0,0,0,1,0,0,0,1,0,0,0,8:30 - 9:30,13,Mahim
5620,0,0,0,0,1,0,1,0,0,0,0,8:30 - 9:30,15,Mahim
5621,1,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,17,Mahim
5622,1,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5623,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5624,0,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5625,1,1,0,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5626,1,1,0,0,0,0,0,0,0,1,0,8:30 - 9:30,9,Mahim
5627,0,0,1,0,0,0,0,0,0,1,0,8:30 - 9:30,7,Mahim
5628,0,0,1,0,0,0,0,0,0,1,0,8:30 - 9:30,9,Mahim
5629,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5630,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5631,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5632,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5633,0,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,14,Mahim
5634,0,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5635,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5636,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5637,1,0,0,0,1,1,0,0,0,1,0,8:30 - 9:30,7,Mahim
5638,1,0,0,0,0,1,0,0,0,1,0,8:30 - 9:30,9,Mahim
5639,1,0,0,0,1,0,0,0,0,1,1,8:30 - 9:30,8,Mahim
5640,0,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5641,1,0,0,1,0,0,0,0,1,0,1,8:30 - 9:30,11,Mahim
5642,1,0,0,1,0,1,1,0,0,0,1,8:30 - 9:30,15,Mahim
5643,1,1,0,0,0,0,1,0,0,0,1,8:30 - 9:30,16,Mahim
5644,1,1,0,0,0,1,0,1,0,0,0,8:30 - 9:30,12,Mahim
5645,1,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,13,Mahim
5646,0,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,10,Mahim
5647,0,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5648,0,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5649,1,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5650,0,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,13,Mahim
5651,1,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,12,Mahim
5652,0,1,0,0,0,0,0,1,0,0,0,8:30 - 9:30,14,Mahim
5653,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,13,Mahim
5654,0,0,0,1,0,1,1,0,0,0,1,8:30 - 9:30,18,Mahim
5655,1,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,16,Mahim
5656,0,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,15,Mahim
5657,1,0,0,0,1,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5658,0,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5659,1,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5660,0,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,13,Mahim
5661,0,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,13,Mahim
5662,1,1,0,0,0,0,0,1,0,0,1,8:30 - 9:30,12,Mahim
5663,0,1,0,0,0,0,0,0,1,0,1,8:30 - 9:30,11,Mahim
5664,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5665,1,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5666,0,0,0,1,0,1,1,0,0,0,0,8:30 - 9:30,18,Mahim
5667,1,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,15,Mahim
5668,0,0,1,0,0,1,1,0,0,0,1,8:30 - 9:30,17,Mahim
5669,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,14,Mahim
5670,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,14,Mahim
5671,1,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,14,Mahim
5672,1,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,10,Mahim
5673,1,0,0,0,1,0,0,0,1,0,1,8:30 - 9:30,11,Mahim
5674,0,0,0,0,1,1,0,0,0,1,1,8:30 - 9:30,8,Mahim
5675,0,0,0,1,0,1,0,0,0,1,0,8:30 - 9:30,9,Mahim
5676,1,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5677,1,0,0,1,0,0,1,0,0,0,1,8:30 - 9:30,18,Mahim
5678,0,0,0,0,1,1,0,1,0,0,0,8:30 - 9:30,14,Mahim
5679,1,0,0,0,1,0,0,1,0,0,0,8:30 - 9:30,14,Mahim
5680,0,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5681,1,1,0,0,0,0,0,0,1,0,1,8:30 - 9:30,11,Mahim
5682,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5683,1,0,1,0,0,0,0,0,0,1,1,8:30 - 9:30,8,Mahim
5684,1,0,1,0,0,0,0,0,1,0,1,8:30 - 9:30,10,Mahim
5685,0,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5686,0,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,10,Mahim
5687,1,0,0,0,1,1,0,0,0,1,1,8:30 - 9:30,7,Mahim
5688,1,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5689,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5690,1,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5691,0,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5692,0,1,0,0,0,1,0,1,0,0,0,8:30 - 9:30,12,Mahim
5693,1,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5694,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,14,Mahim
5695,1,0,1,0,0,0,0,1,0,0,0,8:30 - 9:30,13,Mahim
5696,1,0,0,1,0,0,0,1,0,0,1,8:30 - 9:30,12,Mahim
5697,1,0,0,0,1,0,0,1,0,0,1,8:30 - 9:30,14,Mahim
5698,0,0,0,0,1,0,0,1,0,0,1,8:30 - 9:30,13,Mahim
5699,0,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5700,1,0,0,1,0,0,0,0,1,0,1,8:30 - 9:30,10,Mahim
5701,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5702,1,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5703,1,0,1,0,0,1,0,0,0,1,0,8:30 - 9:30,9,Mahim
5704,0,0,1,0,0,1,0,0,0,1,0,8:30 - 9:30,8,Mahim
5705,0,0,1,0,0,1,0,0,0,1,0,8:30 - 9:30,8,Mahim
5706,1,0,1,0,0,0,1,0,0,0,0,8:30 - 9:30,17,Mahim
5707,1,1,0,0,0,1,1,0,0,0,0,8:30 - 9:30,17,Mahim
5708,1,1,0,0,0,1,1,0,0,0,1,8:30 - 9:30,18,Mahim
5709,1,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5710,1,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,12,Mahim
5711,0,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,14,Mahim
5712,0,0,1,0,0,1,0,1,0,0,0,8:30 - 9:30,13,Mahim
5713,0,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,14,Mahim
5714,1,0,0,1,0,0,0,0,1,0,1,8:30 - 9:30,11,Mahim
5715,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5716,1,0,0,1,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5717,1,0,0,0,1,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5718,1,0,0,0,1,0,0,1,0,0,0,8:30 - 9:30,13,Mahim
5719,1,0,0,1,0,0,0,1,0,0,0,8:30 - 9:30,14,Mahim
5720,0,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,12,Mahim
5721,1,0,1,0,0,1,1,0,0,0,0,8:30 - 9:30,16,Mahim
5722,0,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5723,0,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5724,1,0,1,0,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5725,1,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,10,Mahim
5726,1,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5727,1,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,14,Mahim
5728,1,1,0,0,0,1,0,1,0,0,0,8:30 - 9:30,13,Mahim
5729,1,1,0,0,0,1,0,0,1,0,0,8:30 - 9:30,10,Mahim
5730,0,1,0,0,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5731,0,0,1,0,0,0,0,0,0,1,0,8:30 - 9:30,9,Mahim
5732,1,0,1,0,0,0,0,0,0,1,0,8:30 - 9:30,8,Mahim
5733,1,0,1,0,0,0,0,0,0,1,1,8:30 - 9:30,8,Mahim
5734,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5735,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5736,1,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5737,0,0,0,0,1,1,0,1,0,0,0,8:30 - 9:30,13,Mahim
5738,0,0,0,0,1,1,0,1,0,0,0,8:30 - 9:30,14,Mahim
5739,1,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,13,Mahim
5740,1,0,0,1,0,1,1,0,0,0,1,8:30 - 9:30,16,Mahim
5741,1,0,0,1,0,0,0,1,0,0,1,8:30 - 9:30,12,Mahim
5742,1,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5743,1,0,1,0,0,0,0,0,0,1,0,8:30 - 9:30,8,Mahim
5744,1,0,1,0,0,0,0,0,0,1,0,8:30 - 9:30,7,Mahim
5745,0,0,1,0,0,0,0,0,0,1,1,8:30 - 9:30,8,Mahim
5746,1,0,1,0,0,0,0,0,1,0,1,8:30 - 9:30,11,Mahim
5747,1,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,12,Mahim
5748,0,0,0,1,0,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5749,0,0,0,1,0,1,0,1,0,0,0,8:30 - 9:30,12,Mahim
5750,1,0,0,1,0,1,0,0,0,1,0,8:30 - 9:30,8,Mahim
5751,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5752,1,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,10,Mahim
5753,1,0,0,0,1,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5754,1,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,11,Mahim
5755,0,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5756,0,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,10,Mahim
5757,1,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5758,1,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5759,1,1,0,0,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5760,1,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5761,0,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,12,Mahim
5762,0,0,1,0,0,1,0,1,0,0,1,8:30 - 9:30,13,Mahim
5763,1,0,1,0,0,0,0,1,0,0,1,8:30 - 9:30,14,Mahim
5764,1,0,0,1,0,0,0,1,0,0,1,8:30 - 9:30,13,Mahim
5765,1,0,0,1,0,0,0,1,0,0,0,8:30 - 9:30,13,Mahim
5766,1,0,0,1,0,1,1,0,0,0,0,8:30 - 9:30,16,Mahim
5767,0,0,0,1,0,1,1,0,0,0,0,8:30 - 9:30,16,Mahim
5768,0,0,0,0,1,1,1,0,0,0,0,8:30 - 9:30,15,Mahim
5769,1,0,0,0,1,1,1,0,0,0,1,8:30 - 9:30,16,Mahim
5770,1,0,0,1,0,1,0,0,0,1,0,8:30 - 9:30,9,Mahim
5771,0,0,0,1,0,1,0,0,0,1,0,8:30 - 9:30,7,Mahim
5772,0,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,8,Mahim
5773,1,0,1,0,0,0,0,0,0,1,1,8:30 - 9:30,8,Mahim
5774,1,0,1,0,0,0,0,0,0,1,1,8:30 - 9:30,8,Mahim
5775,0,1,0,0,0,0,0,0,0,1,1,8:30 - 9:30,7,Mahim
5776,1,1,0,0,0,0,0,0,1,0,0,8:30 - 9:30,11,Mahim
5777,1,0,1,0,0,0,0,0,1,0,0,8:30 - 9:30,10,Mahim
5778,1,0,1,0,0,1,0,0,1,0,0,8:30 - 9:30,11,Mahim
5779,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,11,Mahim
5780,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,10,Mahim
5781,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,12,Mahim
5782,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,12,Mahim
5783,1,1,0,0,0,1,1,0,0,0,1,12:30-1:30,18,Mahim
5784,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,18,Mahim
5785,1,0,0,0,1,1,1,0,0,0,0,12:30-1:30,17,Mahim
5786,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,13,Mahim
5787,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,13,Mahim
5788,1,0,0,1,0,1,0,0,1,0,0,12:30-1:30,11,Mahim
5789,1,0,1,0,0,1,0,0,1,0,0,12:30-1:30,11,Mahim
5790,1,0,1,0,0,0,0,0,1,0,0,12:30-1:30,11,Mahim
5791,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,13,Mahim
5792,1,1,0,0,0,0,0,1,0,0,0,12:30-1:30,12,Mahim
5793,0,1,0,0,0,1,0,0,1,0,0,12:30-1:30,11,Mahim
5794,0,0,1,0,0,1,0,0,1,0,1,12:30-1:30,11,Mahim
5795,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,12,Mahim
5796,1,0,0,1,0,1,0,1,0,0,0,12:30-1:30,12,Mahim
5797,1,0,0,1,0,1,0,0,0,1,0,12:30-1:30,7,Mahim
5798,1,0,0,0,1,0,0,0,0,1,0,12:30-1:30,7,Mahim
5799,1,0,0,0,1,0,0,0,1,0,0,12:30-1:30,11,Mahim
5800,1,0,0,1,0,0,0,0,1,0,0,12:30-1:30,11,Mahim
5801,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,14,Mahim
5802,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,13,Mahim
5803,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,16,Mahim
5804,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,12,Mahim
5805,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,13,Mahim
5806,1,0,1,0,0,1,0,1,0,0,0,12:30-1:30,12,Mahim
5807,1,1,0,0,0,1,0,1,0,0,1,12:30-1:30,14,Mahim
5808,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,13,Mahim
5809,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,11,Mahim
5810,0,0,0,1,0,1,0,0,1,0,1,12:30-1:30,10,Mahim
5811,1,0,0,1,0,1,0,0,0,1,1,12:30-1:30,7,Mahim
5812,0,0,0,0,1,1,0,0,0,1,0,12:30-1:30,8,Mahim
5813,0,0,0,0,1,1,0,0,1,0,1,12:30-1:30,10,Mahim
5814,0,0,0,1,0,1,1,0,0,0,1,12:30-1:30,15,Mahim
5815,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,17,Mahim
5816,1,0,0,1,0,0,1,0,0,0,0,12:30-1:30,18,Mahim
5817,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,13,Mahim
5818,1,1,0,0,0,0,0,1,0,0,0,12:30-1:30,13,Mahim
5819,1,1,0,0,0,1,0,1,0,0,1,12:30-1:30,13,Mahim
5820,1,1,0,0,0,1,0,1,0,0,0,12:30-1:30,14,Mahim
5821,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,11,Mahim
5822,0,0,1,0,0,1,0,0,1,0,1,12:30-1:30,10,Mahim
5823,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,10,Mahim
5824,1,0,0,1,0,0,0,0,1,0,0,12:30-1:30,10,Mahim
5825,0,0,0,1,0,0,0,0,0,1,0,12:30-1:30,7,Mahim
5826,0,0,0,1,0,0,0,0,0,1,0,12:30-1:30,9,Mahim
5827,0,0,0,0,1,1,0,0,0,1,1,12:30-1:30,7,Mahim
5828,1,0,0,0,1,1,0,0,1,0,1,12:30-1:30,11,Mahim
5829,1,0,0,1,0,1,0,1,0,0,0,12:30-1:30,14,Mahim
5830,1,0,0,1,0,1,1,0,0,0,0,12:30-1:30,16,Mahim
5831,1,0,0,1,0,1,0,1,0,0,0,12:30-1:30,12,Mahim
5832,0,0,0,1,0,0,0,0,1,0,0,12:30-1:30,10,Mahim
5833,0,0,0,1,0,0,0,0,1,0,0,12:30-1:30,10,Mahim
5834,0,0,1,0,0,0,0,1,0,0,0,12:30-1:30,13,Mahim
5835,1,0,1,0,0,0,0,1,0,0,1,12:30-1:30,13,Mahim
5836,0,0,1,0,0,1,1,0,0,0,1,12:30-1:30,17,Mahim
5837,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,11,Mahim
